cnpj;razao_social;numero_nota;data_emissao;codigo_item;descricao_item;quantidade;valor_unitario;imposto_item
54.301.867/0001-06;da Cruz e Filhos;245865;2025-02-04;508594;O conforto de conseguir de maneira eficaz;3;628.63;218.23
54.301.867/0001-06;da Cruz e Filhos;786477;2025-04-16;131632;A possibilidade de ganhar com confiança;3;126.76;48.97
54.301.867/0001-06;da Cruz e Filhos;786477;2025-04-16;453251;A simplicidade de evoluir sem preocupação;5;560.4;644.45
54.301.867/0001-06;da Cruz e Filhos;793739;2025-04-10;437745;O conforto de inovar antes de tudo;9;184.26;202.99
54.301.867/0001-06;da Cruz e Filhos;793739;2025-04-10;638994;O conforto de mudar de maneira eficaz;1;580.35;125.26
54.301.867/0001-06;da Cruz e Filhos;793739;2025-04-10;679306;A liberdade de realizar seus sonhos mais rapidamente;4;284.65;93.45
54.301.867/0001-06;da Cruz e Filhos;141085;2024-11-18;583155;O prazer de realizar seus sonhos com toda a tranquilidade;9;952.39;1751.77
54.301.867/0001-06;da Cruz e Filhos;141085;2024-11-18;794488;A possibilidade de atingir seus objetivos mais facilmente;10;493.92;366.18
54.301.867/0001-06;da Cruz e Filhos;141085;2024-11-18;619278;A simplicidade de conseguir simplesmente;6;789.19;404.7
54.301.867/0001-06;da Cruz e Filhos;950961;2025-02-04;942230;O conforto de ganhar direto da fonte;1;798.94;135.25
54.301.867/0001-06;da Cruz e Filhos;950961;2025-02-04;691685;A simplicidade de atingir seus objetivos direto da fonte;7;337.64;216.27
54.301.867/0001-06;da Cruz e Filhos;950961;2025-02-04;965001;O direito de evoluir mais rapidamente;10;564.91;1158.74
54.301.867/0001-06;da Cruz e Filhos;950961;2025-02-04;120610;O prazer de inovar antes de tudo;7;66.28;77.33
54.301.867/0001-06;da Cruz e Filhos;950961;2025-02-04;985937;A vantagem de ganhar mais rapidamente;10;888.1;1397.69
54.301.867/0001-06;da Cruz e Filhos;776155;2025-01-23;316435;A segurança de evoluir mais facilmente;9;705.18;1560.84
54.301.867/0001-06;da Cruz e Filhos;776155;2025-01-23;770244;A possibilidade de ganhar com força total;7;179.1;295.1
54.301.867/0001-06;da Cruz e Filhos;776155;2025-01-23;200229;A liberdade de atingir seus objetivos mais facilmente;10;187.69;359.37
54.301.867/0001-06;da Cruz e Filhos;587208;2025-05-06;158629;A vantagem de inovar antes de tudo;9;961.81;1477.08
54.301.867/0001-06;da Cruz e Filhos;587208;2025-05-06;149472;A certeza de concretizar seus projetos direto da fonte;6;913.42;931.02
54.301.867/0001-06;da Cruz e Filhos;632544;2025-01-24;638476;O prazer de conseguir mais facilmente;7;693.79;1080.98
54.301.867/0001-06;da Cruz e Filhos;632544;2025-01-24;339372;A arte de evoluir naturalmente;7;961.91;754.02
54.301.867/0001-06;da Cruz e Filhos;881456;2025-02-08;679749;O prazer de avançar com força total;3;807.21;552.49
54.301.867/0001-06;da Cruz e Filhos;881456;2025-02-08;340646;A certeza de evoluir mais rapidamente;9;638.09;874.41
54.301.867/0001-06;da Cruz e Filhos;881456;2025-02-08;968330;O conforto de evoluir naturalmente;3;544.04;191.17
54.301.867/0001-06;da Cruz e Filhos;724334;2025-01-21;221097;O direito de atingir seus objetivos sem preocupação;7;97.3;149.24
54.301.867/0001-06;da Cruz e Filhos;724334;2025-01-21;383648;A vantagem de ganhar mais facilmente;9;933.47;862.83
54.301.867/0001-06;da Cruz e Filhos;724334;2025-01-21;872177;O poder de atingir seus objetivos em estado puro;3;824.7;242.06
54.301.867/0001-06;da Cruz e Filhos;189048;2025-02-18;206412;A possibilidade de realizar seus sonhos simplesmente;7;648.0;646.07
54.301.867/0001-06;da Cruz e Filhos;189048;2025-02-18;114087;O prazer de atingir seus objetivos em estado puro;4;932.21;537.08
54.301.867/0001-06;da Cruz e Filhos;189048;2025-02-18;397024;O prazer de mudar antes de tudo;3;258.36;59.54
54.301.867/0001-06;da Cruz e Filhos;189048;2025-02-18;330558;A simplicidade de conseguir antes de tudo;5;538.37;300.79
54.301.867/0001-06;da Cruz e Filhos;184672;2025-03-02;213680;O conforto de avançar de maneira eficaz;9;414.77;472.77
54.301.867/0001-06;da Cruz e Filhos;184672;2025-03-02;894867;A arte de evoluir com toda a tranquilidade;2;417.5;173.17
54.301.867/0001-06;da Cruz e Filhos;712195;2025-02-11;562866;A possibilidade de atingir seus objetivos simplesmente;6;147.86;73.34
54.301.867/0001-06;da Cruz e Filhos;505689;2024-12-24;814639;A segurança de evoluir mais rapidamente;5;338.65;295.88
54.301.867/0001-06;da Cruz e Filhos;505689;2024-12-24;579283;O poder de conseguir com confiança;1;624.72;141.63
54.301.867/0001-06;da Cruz e Filhos;505689;2024-12-24;615720;A arte de conseguir com confiança;10;235.26;544.6
54.301.867/0001-06;da Cruz e Filhos;565741;2024-12-04;363758;O direito de evoluir de maneira eficaz;9;688.79;1302.35
54.301.867/0001-06;da Cruz e Filhos;565741;2024-12-04;420862;A arte de evoluir mais rapidamente;9;182.04;124.0
54.301.867/0001-06;da Cruz e Filhos;565741;2024-12-04;103040;O prazer de conseguir com força total;10;105.11;164.13
54.301.867/0001-06;da Cruz e Filhos;565741;2024-12-04;757709;O conforto de evoluir sem preocupação;1;822.19;184.75
54.301.867/0001-06;da Cruz e Filhos;565741;2024-12-04;758654;A possibilidade de inovar sem preocupação;8;507.06;470.13
54.301.867/0001-06;da Cruz e Filhos;241267;2025-02-01;421469;O direito de conseguir com toda a tranquilidade;7;270.34;287.45
54.301.867/0001-06;da Cruz e Filhos;241267;2025-02-01;672772;O conforto de conseguir direto da fonte;3;962.83;367.29
54.301.867/0001-06;da Cruz e Filhos;241267;2025-02-01;218085;A vantagem de evoluir em estado puro;2;390.28;180.24
54.301.867/0001-06;da Cruz e Filhos;294618;2024-12-15;273071;O poder de atingir seus objetivos direto da fonte;10;311.27;280.01
54.301.867/0001-06;da Cruz e Filhos;294618;2024-12-15;321352;A possibilidade de inovar com força total;4;238.24;234.32
54.301.867/0001-06;da Cruz e Filhos;294618;2024-12-15;449664;A simplicidade de atingir seus objetivos mais facilmente;2;623.35;137.37
54.301.867/0001-06;da Cruz e Filhos;294618;2024-12-15;722290;O prazer de realizar seus sonhos naturalmente;2;988.95;416.84
54.301.867/0001-06;da Cruz e Filhos;329361;2024-12-08;688224;O poder de conseguir simplesmente;3;931.99;372.55
54.301.867/0001-06;da Cruz e Filhos;329361;2024-12-08;888149;O conforto de realizar seus sonhos com força total;6;412.26;594.02
54.301.867/0001-06;da Cruz e Filhos;329361;2024-12-08;267144;O direito de concretizar seus projetos antes de tudo;10;522.68;1228.71
54.301.867/0001-06;da Cruz e Filhos;329361;2024-12-08;574429;O poder de evoluir de maneira eficaz;1;359.56;23.04
54.301.867/0001-06;da Cruz e Filhos;103367;2025-04-18;796481;A liberdade de atingir seus objetivos simplesmente;3;63.31;14.69
54.301.867/0001-06;da Cruz e Filhos;103367;2025-04-18;161497;O prazer de avançar mais rapidamente;10;495.49;612.75
54.301.867/0001-06;da Cruz e Filhos;790470;2025-01-23;825790;A segurança de mudar com toda a tranquilidade;2;809.84;313.61
54.301.867/0001-06;da Cruz e Filhos;790470;2025-01-23;505808;A possibilidade de avançar mais rapidamente;3;998.42;481.03
54.301.867/0001-06;da Cruz e Filhos;790470;2025-01-23;778245;A vantagem de conseguir com toda a tranquilidade;4;425.48;144.95
54.301.867/0001-06;da Cruz e Filhos;790470;2025-01-23;105502;A possibilidade de mudar direto da fonte;1;282.6;49.1
54.301.867/0001-06;da Cruz e Filhos;790470;2025-01-23;288608;A simplicidade de inovar mais rapidamente;2;504.87;245.51
54.301.867/0001-06;da Cruz e Filhos;229853;2025-03-04;243635;A vantagem de concretizar seus projetos de maneira eficaz;4;867.45;357.53
54.301.867/0001-06;da Cruz e Filhos;229853;2025-03-04;687183;A arte de avançar com toda a tranquilidade;1;825.83;67.6
54.301.867/0001-06;da Cruz e Filhos;229853;2025-03-04;387255;A arte de inovar naturalmente;3;576.89;380.12
54.301.867/0001-06;da Cruz e Filhos;894925;2025-02-19;733750;A arte de atingir seus objetivos com confiança;1;816.32;201.84
54.301.867/0001-06;da Cruz e Filhos;894925;2025-02-19;273351;O conforto de avançar antes de tudo;5;580.76;563.42
54.301.867/0001-06;da Cruz e Filhos;894925;2025-02-19;201662;A possibilidade de avançar em estado puro;1;439.17;45.6
54.301.867/0001-06;da Cruz e Filhos;894925;2025-02-19;395309;A segurança de atingir seus objetivos sem preocupação;1;933.41;203.56
54.301.867/0001-06;da Cruz e Filhos;956162;2025-03-07;298019;A certeza de evoluir mais facilmente;2;285.45;46.33
54.301.867/0001-06;da Cruz e Filhos;956162;2025-03-07;257496;O prazer de avançar com confiança;3;228.25;45.6
54.301.867/0001-06;da Cruz e Filhos;956162;2025-03-07;660378;A simplicidade de evoluir com confiança;4;426.89;378.83
54.301.867/0001-06;da Cruz e Filhos;956162;2025-03-07;891500;A possibilidade de realizar seus sonhos com confiança;4;820.14;214.91
54.301.867/0001-06;da Cruz e Filhos;956162;2025-03-07;968138;O direito de evoluir antes de tudo;9;205.74;171.13
54.301.867/0001-06;da Cruz e Filhos;576921;2025-01-09;940003;A vantagem de atingir seus objetivos de maneira eficaz;5;285.5;299.26
54.301.867/0001-06;da Cruz e Filhos;576921;2025-01-09;899063;A simplicidade de mudar com força total;8;358.18;339.47
54.301.867/0001-06;da Cruz e Filhos;576921;2025-01-09;224648;O conforto de concretizar seus projetos mais rapidamente;3;511.07;300.42
54.301.867/0001-06;da Cruz e Filhos;576921;2025-01-09;742178;O conforto de inovar em estado puro;3;904.84;664.36
54.301.867/0001-06;da Cruz e Filhos;837654;2025-05-01;456547;O direito de avançar sem preocupação;7;869.43;526.06
54.301.867/0001-06;da Cruz e Filhos;837654;2025-05-01;271480;O conforto de inovar mais facilmente;10;631.96;1286.58
54.301.867/0001-06;da Cruz e Filhos;837654;2025-05-01;398560;A certeza de ganhar antes de tudo;2;674.6;316.97
54.301.867/0001-06;da Cruz e Filhos;837654;2025-05-01;606993;O prazer de evoluir com confiança;6;220.85;210.79
54.301.867/0001-06;da Cruz e Filhos;445018;2025-04-12;546187;A certeza de concretizar seus projetos com toda a tranquilidade;1;313.52;44.32
54.301.867/0001-06;da Cruz e Filhos;445018;2025-04-12;364657;A liberdade de evoluir mais rapidamente;4;489.83;313.85
54.301.867/0001-06;da Cruz e Filhos;445018;2025-04-12;245176;A segurança de ganhar com toda a tranquilidade;7;798.52;810.08
54.301.867/0001-06;da Cruz e Filhos;445018;2025-04-12;153798;O poder de evoluir sem preocupação;1;58.79;5.61
54.301.867/0001-06;da Cruz e Filhos;445018;2025-04-12;985979;A possibilidade de ganhar antes de tudo;7;574.75;814.83
54.301.867/0001-06;da Cruz e Filhos;797629;2024-11-30;823550;A possibilidade de concretizar seus projetos com toda a tranquilidade;9;439.19;485.44
54.301.867/0001-06;da Cruz e Filhos;101578;2025-05-03;656592;A vantagem de conseguir com confiança;5;867.98;496.57
54.301.867/0001-06;da Cruz e Filhos;101578;2025-05-03;432053;A possibilidade de conseguir mais facilmente;8;154.02;115.4
54.301.867/0001-06;da Cruz e Filhos;101578;2025-05-03;900107;A certeza de atingir seus objetivos mais facilmente;4;453.3;442.33
54.301.867/0001-06;da Cruz e Filhos;101578;2025-05-03;450926;O prazer de mudar naturalmente;3;561.22;380.19
54.301.867/0001-06;da Cruz e Filhos;709605;2025-05-02;661367;A liberdade de avançar antes de tudo;9;345.73;763.57
54.301.867/0001-06;da Cruz e Filhos;709605;2025-05-02;972514;O direito de realizar seus sonhos sem preocupação;10;431.16;892.77
54.301.867/0001-06;da Cruz e Filhos;709605;2025-05-02;897320;O prazer de evoluir com confiança;8;390.23;559.3
54.301.867/0001-06;da Cruz e Filhos;241364;2024-12-05;245648;O poder de mudar naturalmente;8;637.43;293.73
54.301.867/0001-06;da Cruz e Filhos;241364;2024-12-05;308254;O prazer de ganhar antes de tudo;4;76.38;25.37
54.301.867/0001-06;da Cruz e Filhos;241364;2024-12-05;860062;A simplicidade de concretizar seus projetos mais rapidamente;9;571.8;1170.33
54.301.867/0001-06;da Cruz e Filhos;381555;2025-01-07;137280;A segurança de realizar seus sonhos mais facilmente;2;683.31;242.01
54.301.867/0001-06;da Cruz e Filhos;381555;2025-01-07;538416;O conforto de mudar antes de tudo;3;265.12;124.78
54.301.867/0001-06;da Cruz e Filhos;381555;2025-01-07;604113;A vantagem de atingir seus objetivos de maneira eficaz;8;407.01;212.61
54.301.867/0001-06;da Cruz e Filhos;381555;2025-01-07;606524;O poder de concretizar seus projetos simplesmente;9;917.85;552.67
54.301.867/0001-06;da Cruz e Filhos;381555;2025-01-07;895676;A simplicidade de conseguir direto da fonte;6;872.94;1215.29
54.301.867/0001-06;da Cruz e Filhos;236579;2025-02-04;721363;A certeza de evoluir mais rapidamente;2;837.42;318.84
54.301.867/0001-06;da Cruz e Filhos;236579;2025-02-04;515197;O prazer de inovar naturalmente;4;757.0;682.23
54.301.867/0001-06;da Cruz e Filhos;236579;2025-02-04;206041;A certeza de concretizar seus projetos naturalmente;7;203.48;223.39
54.301.867/0001-06;da Cruz e Filhos;236579;2025-02-04;288655;A liberdade de inovar mais facilmente;5;591.54;450.52
54.301.867/0001-06;da Cruz e Filhos;236579;2025-02-04;958442;O prazer de atingir seus objetivos antes de tudo;4;635.77;626.12
54.301.867/0001-06;da Cruz e Filhos;491446;2025-04-09;498838;O conforto de mudar antes de tudo;3;444.11;130.44
54.301.867/0001-06;da Cruz e Filhos;491446;2025-04-09;248167;O direito de concretizar seus projetos em estado puro;1;846.35;202.95
54.301.867/0001-06;da Cruz e Filhos;491446;2025-04-09;731471;O poder de ganhar com confiança;1;146.29;19.32
54.301.867/0001-06;da Cruz e Filhos;491446;2025-04-09;679330;A segurança de realizar seus sonhos com força total;6;909.26;1089.75
54.301.867/0001-06;da Cruz e Filhos;456399;2024-12-22;237711;A liberdade de evoluir antes de tudo;2;819.95;149.4
54.301.867/0001-06;da Cruz e Filhos;456399;2024-12-22;783545;A segurança de evoluir sem preocupação;3;262.52;112.47
54.301.867/0001-06;da Cruz e Filhos;456399;2024-12-22;495995;O direito de ganhar mais rapidamente;7;63.33;35.19
54.301.867/0001-06;da Cruz e Filhos;735142;2025-04-16;609839;A certeza de realizar seus sonhos com confiança;8;676.3;1270.16
54.301.867/0001-06;da Cruz e Filhos;735142;2025-04-16;552748;O direito de evoluir direto da fonte;1;638.26;95.88
54.301.867/0001-06;da Cruz e Filhos;735142;2025-04-16;464203;A liberdade de avançar de maneira eficaz;7;374.37;410.31
54.301.867/0001-06;da Cruz e Filhos;735142;2025-04-16;498610;A simplicidade de atingir seus objetivos com confiança;1;652.53;140.56
54.301.867/0001-06;da Cruz e Filhos;735142;2025-04-16;280034;A vantagem de atingir seus objetivos simplesmente;2;766.11;128.17
54.301.867/0001-06;da Cruz e Filhos;588994;2025-01-20;788805;A simplicidade de conseguir antes de tudo;10;367.44;478.14
54.301.867/0001-06;da Cruz e Filhos;588994;2025-01-20;139678;A segurança de inovar com toda a tranquilidade;7;511.51;424.46
54.301.867/0001-06;da Cruz e Filhos;608179;2025-02-19;438393;O direito de concretizar seus projetos naturalmente;10;157.16;349.15
54.301.867/0001-06;da Cruz e Filhos;608179;2025-02-19;444864;A arte de ganhar em estado puro;10;936.7;497.45
54.301.867/0001-06;da Cruz e Filhos;608179;2025-02-19;760802;A possibilidade de ganhar mais rapidamente;1;682.47;140.45
54.301.867/0001-06;da Cruz e Filhos;608179;2025-02-19;990425;O direito de atingir seus objetivos antes de tudo;6;95.51;85.68
54.301.867/0001-06;da Cruz e Filhos;608179;2025-02-19;788815;A possibilidade de evoluir em estado puro;5;544.72;661.13
54.301.867/0001-06;da Cruz e Filhos;149361;2025-02-06;737050;A certeza de atingir seus objetivos direto da fonte;3;393.34;211.55
54.301.867/0001-06;da Cruz e Filhos;185826;2025-01-08;296580;O prazer de avançar mais rapidamente;6;785.23;870.87
54.301.867/0001-06;da Cruz e Filhos;185826;2025-01-08;560408;A vantagem de atingir seus objetivos mais rapidamente;2;103.78;44.2
54.301.867/0001-06;da Cruz e Filhos;127021;2025-02-18;118478;A liberdade de concretizar seus projetos em estado puro;7;590.16;536.95
54.301.867/0001-06;da Cruz e Filhos;494953;2025-03-06;412610;A liberdade de inovar naturalmente;7;749.57;784.27
54.301.867/0001-06;da Cruz e Filhos;494953;2025-03-06;489188;A simplicidade de concretizar seus projetos em estado puro;6;691.49;331.79
54.301.867/0001-06;da Cruz e Filhos;121625;2025-01-26;311746;A simplicidade de concretizar seus projetos mais rapidamente;5;329.45;251.19
54.301.867/0001-06;da Cruz e Filhos;889505;2025-01-21;482156;O poder de atingir seus objetivos de maneira eficaz;4;667.76;408.65
54.301.867/0001-06;da Cruz e Filhos;945749;2025-01-25;120001;A possibilidade de inovar com toda a tranquilidade;5;583.21;585.48
54.301.867/0001-06;da Cruz e Filhos;945749;2025-01-25;277392;A certeza de atingir seus objetivos direto da fonte;7;888.74;1505.38
54.301.867/0001-06;da Cruz e Filhos;945749;2025-01-25;350143;A segurança de atingir seus objetivos de maneira eficaz;5;240.77;273.18
54.301.867/0001-06;da Cruz e Filhos;929137;2024-11-17;632673;O conforto de ganhar em estado puro;8;126.21;106.26
54.301.867/0001-06;da Cruz e Filhos;929137;2024-11-17;380718;A arte de evoluir com força total;4;814.69;198.77
54.301.867/0001-06;da Cruz e Filhos;929137;2024-11-17;197600;A simplicidade de realizar seus sonhos naturalmente;7;237.69;368.89
54.301.867/0001-06;da Cruz e Filhos;929137;2024-11-17;134431;A vantagem de atingir seus objetivos de maneira eficaz;10;254.11;301.93
54.301.867/0001-06;da Cruz e Filhos;929137;2024-11-17;838155;O conforto de atingir seus objetivos com confiança;2;54.18;17.58
54.301.867/0001-06;da Cruz e Filhos;539230;2024-12-17;428851;A arte de realizar seus sonhos mais facilmente;4;808.53;307.42
54.301.867/0001-06;da Cruz e Filhos;539230;2024-12-17;170227;A simplicidade de avançar com confiança;8;969.58;1440.63
54.301.867/0001-06;da Cruz e Filhos;539230;2024-12-17;570044;A possibilidade de avançar direto da fonte;10;234.91;221.86
54.301.867/0001-06;da Cruz e Filhos;539230;2024-12-17;227055;A liberdade de inovar em estado puro;9;340.55;348.86
54.301.867/0001-06;da Cruz e Filhos;903753;2024-12-14;856939;A simplicidade de avançar mais rapidamente;6;519.77;291.08
54.301.867/0001-06;da Cruz e Filhos;903753;2024-12-14;412440;O poder de conseguir direto da fonte;9;887.49;1446.61
54.301.867/0001-06;da Cruz e Filhos;424948;2025-04-12;614695;A segurança de realizar seus sonhos mais rapidamente;3;821.34;349.65
54.301.867/0001-06;da Cruz e Filhos;206896;2025-03-05;379609;A segurança de evoluir sem preocupação;7;511.73;572.66
54.301.867/0001-06;da Cruz e Filhos;206896;2025-03-05;396109;O conforto de mudar direto da fonte;7;391.45;641.32
54.301.867/0001-06;da Cruz e Filhos;206896;2025-03-05;880558;A certeza de mudar em estado puro;2;606.42;233.33
54.301.867/0001-06;da Cruz e Filhos;206896;2025-03-05;196714;O poder de inovar direto da fonte;10;550.24;1283.21
54.301.867/0001-06;da Cruz e Filhos;206896;2025-03-05;328773;A certeza de avançar mais facilmente;4;727.41;523.23
54.301.867/0001-06;da Cruz e Filhos;824781;2025-03-15;480922;A liberdade de avançar mais rapidamente;3;742.78;391.95
54.301.867/0001-06;da Cruz e Filhos;824781;2025-03-15;230564;A vantagem de avançar mais rapidamente;4;931.99;532.0
54.301.867/0001-06;da Cruz e Filhos;824781;2025-03-15;709882;A certeza de inovar mais facilmente;1;503.68;82.37
54.301.867/0001-06;da Cruz e Filhos;824781;2025-03-15;892654;O prazer de concretizar seus projetos antes de tudo;2;113.15;26.56
54.301.867/0001-06;da Cruz e Filhos;824781;2025-03-15;629890;O poder de avançar sem preocupação;6;81.82;67.23
54.301.867/0001-06;da Cruz e Filhos;279274;2025-04-17;318410;O poder de avançar sem preocupação;5;926.31;346.06
54.301.867/0001-06;da Cruz e Filhos;279274;2025-04-17;389806;A simplicidade de atingir seus objetivos naturalmente;3;746.77;202.86
54.301.867/0001-06;da Cruz e Filhos;129418;2025-05-05;644206;A liberdade de concretizar seus projetos mais facilmente;3;607.51;170.5
54.301.867/0001-06;da Cruz e Filhos;129418;2025-05-05;622575;A certeza de conseguir mais facilmente;2;830.07;105.68
54.301.867/0001-06;da Cruz e Filhos;129418;2025-05-05;337628;O prazer de ganhar antes de tudo;4;648.77;295.91
54.301.867/0001-06;da Cruz e Filhos;129418;2025-05-05;326111;A vantagem de realizar seus sonhos de maneira eficaz;6;528.49;416.47
54.301.867/0001-06;da Cruz e Filhos;393628;2024-12-14;416210;O prazer de mudar com força total;4;529.0;220.28
54.301.867/0001-06;da Cruz e Filhos;393628;2024-12-14;768614;A possibilidade de conseguir em estado puro;7;301.88;512.73
54.301.867/0001-06;da Cruz e Filhos;393628;2024-12-14;949780;A simplicidade de ganhar mais rapidamente;3;672.05;180.46
54.301.867/0001-06;da Cruz e Filhos;393628;2024-12-14;179973;A segurança de ganhar mais facilmente;3;272.08;44.44
54.301.867/0001-06;da Cruz e Filhos;393628;2024-12-14;201323;O prazer de evoluir com toda a tranquilidade;1;949.55;231.88
54.301.867/0001-06;da Cruz e Filhos;902958;2025-01-06;846973;A simplicidade de avançar antes de tudo;8;581.99;490.05
54.301.867/0001-06;da Cruz e Filhos;743635;2025-03-31;238117;O direito de concretizar seus projetos naturalmente;8;189.76;315.81
54.301.867/0001-06;da Cruz e Filhos;743635;2025-03-31;687935;A simplicidade de inovar mais facilmente;6;985.71;1091.43
54.301.867/0001-06;da Cruz e Filhos;743635;2025-03-31;635863;A liberdade de inovar naturalmente;9;875.07;1357.5
54.301.867/0001-06;da Cruz e Filhos;743635;2025-03-31;119853;A vantagem de inovar mais facilmente;10;748.29;483.75
54.301.867/0001-06;da Cruz e Filhos;530712;2025-04-17;514503;O direito de atingir seus objetivos sem preocupação;4;541.75;149.56
54.301.867/0001-06;da Cruz e Filhos;530712;2025-04-17;840805;A vantagem de inovar antes de tudo;7;931.17;1125.6
54.301.867/0001-06;da Cruz e Filhos;530712;2025-04-17;898714;A vantagem de atingir seus objetivos naturalmente;1;333.12;34.8
54.301.867/0001-06;da Cruz e Filhos;530712;2025-04-17;830882;A vantagem de ganhar antes de tudo;10;893.19;2004.3
54.301.867/0001-06;da Cruz e Filhos;530712;2025-04-17;256085;O direito de evoluir de maneira eficaz;2;429.66;135.08
54.301.867/0001-06;da Cruz e Filhos;422136;2025-02-21;188354;A vantagem de atingir seus objetivos com toda a tranquilidade;5;168.82;78.3
54.301.867/0001-06;da Cruz e Filhos;422136;2025-02-21;812774;O poder de conseguir mais rapidamente;5;750.2;467.27
54.301.867/0001-06;da Cruz e Filhos;422136;2025-02-21;535163;A arte de atingir seus objetivos mais facilmente;4;96.26;82.73
54.301.867/0001-06;da Cruz e Filhos;422136;2025-02-21;942648;A simplicidade de avançar simplesmente;5;187.92;106.58
54.301.867/0001-06;da Cruz e Filhos;796325;2025-03-21;560916;A arte de evoluir antes de tudo;5;397.54;175.46
54.301.867/0001-06;da Cruz e Filhos;796325;2025-03-21;921354;A segurança de ganhar com confiança;10;374.91;643.43
54.301.867/0001-06;da Cruz e Filhos;796325;2025-03-21;342790;A arte de mudar sem preocupação;1;686.21;51.91
54.301.867/0001-06;da Cruz e Filhos;131782;2025-03-04;773299;A simplicidade de realizar seus sonhos mais rapidamente;3;698.75;199.81
54.301.867/0001-06;da Cruz e Filhos;131782;2025-03-04;143834;A certeza de mudar em estado puro;9;412.82;723.05
54.301.867/0001-06;da Cruz e Filhos;196024;2024-12-26;674968;A possibilidade de inovar com confiança;2;148.51;27.85
54.301.867/0001-06;da Cruz e Filhos;196024;2024-12-26;792858;A vantagem de atingir seus objetivos direto da fonte;2;840.76;237.36
54.301.867/0001-06;da Cruz e Filhos;196024;2024-12-26;141335;A arte de ganhar simplesmente;1;978.64;181.36
54.301.867/0001-06;da Cruz e Filhos;196024;2024-12-26;998613;A segurança de concretizar seus projetos sem preocupação;5;264.12;98.67
54.301.867/0001-06;da Cruz e Filhos;330059;2024-11-23;898781;O poder de avançar mais rapidamente;1;121.27;14.2
54.301.867/0001-06;da Cruz e Filhos;330059;2024-11-23;305798;O conforto de ganhar com força total;6;783.81;704.41
54.301.867/0001-06;da Cruz e Filhos;330059;2024-11-23;671225;A simplicidade de conseguir com toda a tranquilidade;3;264.48;110.14
54.301.867/0001-06;da Cruz e Filhos;330059;2024-11-23;788353;A liberdade de conseguir sem preocupação;7;366.95;379.71
54.301.867/0001-06;da Cruz e Filhos;243416;2025-01-08;645598;O poder de conseguir em estado puro;8;351.17;405.69
54.301.867/0001-06;da Cruz e Filhos;243416;2025-01-08;893387;A arte de conseguir mais rapidamente;7;155.34;131.22
54.301.867/0001-06;da Cruz e Filhos;243416;2025-01-08;338592;O prazer de atingir seus objetivos com confiança;3;919.37;280.48
54.301.867/0001-06;da Cruz e Filhos;812746;2025-01-11;533239;A arte de ganhar naturalmente;7;976.02;1366.44
54.301.867/0001-06;da Cruz e Filhos;812746;2025-01-11;820297;A possibilidade de ganhar sem preocupação;3;742.68;159.75
54.301.867/0001-06;da Cruz e Filhos;812746;2025-01-11;435428;O poder de inovar com confiança;2;993.53;213.33
54.301.867/0001-06;da Cruz e Filhos;812746;2025-01-11;473854;O direito de avançar antes de tudo;1;907.57;46.46
54.301.867/0001-06;da Cruz e Filhos;812746;2025-01-11;461885;A segurança de mudar de maneira eficaz;10;510.16;824.38
54.301.867/0001-06;da Cruz e Filhos;371639;2025-04-23;526668;O conforto de avançar antes de tudo;1;67.06;13.05
54.301.867/0001-06;da Cruz e Filhos;371639;2025-04-23;905772;A simplicidade de evoluir mais rapidamente;9;515.3;555.58
54.301.867/0001-06;da Cruz e Filhos;371639;2025-04-23;441985;A arte de realizar seus sonhos de maneira eficaz;1;235.15;30.88
54.301.867/0001-06;da Cruz e Filhos;371639;2025-04-23;562768;A certeza de conseguir mais rapidamente;3;484.92;317.48
54.301.867/0001-06;da Cruz e Filhos;219863;2024-11-23;857433;O prazer de inovar antes de tudo;7;79.96;100.97
54.301.867/0001-06;da Cruz e Filhos;603837;2025-03-27;496634;A certeza de evoluir mais facilmente;1;752.28;100.93
54.301.867/0001-06;da Cruz e Filhos;973468;2025-03-07;859484;O prazer de evoluir antes de tudo;10;373.6;801.1
54.301.867/0001-06;da Cruz e Filhos;973468;2025-03-07;432242;A vantagem de atingir seus objetivos direto da fonte;5;576.74;463.04
54.301.867/0001-06;da Cruz e Filhos;523420;2025-02-08;215003;A possibilidade de realizar seus sonhos simplesmente;2;404.43;105.46
54.301.867/0001-06;da Cruz e Filhos;523420;2025-02-08;598642;A liberdade de concretizar seus projetos com toda a tranquilidade;8;58.25;110.3
54.301.867/0001-06;da Cruz e Filhos;711176;2025-01-15;878846;A simplicidade de avançar com toda a tranquilidade;8;747.12;663.1
54.301.867/0001-06;da Cruz e Filhos;930432;2025-04-11;202170;O prazer de ganhar em estado puro;8;386.11;462.32
54.301.867/0001-06;da Cruz e Filhos;930432;2025-04-11;265919;A liberdade de mudar com confiança;3;453.76;127.2
54.301.867/0001-06;da Cruz e Filhos;318759;2024-11-29;619298;O direito de conseguir simplesmente;3;874.09;397.57
54.301.867/0001-06;da Cruz e Filhos;318759;2024-11-29;191039;A liberdade de mudar sem preocupação;1;877.28;68.08
54.301.867/0001-06;da Cruz e Filhos;318759;2024-11-29;464438;A simplicidade de concretizar seus projetos mais rapidamente;7;205.45;139.83
54.301.867/0001-06;da Cruz e Filhos;318759;2024-11-29;949547;A simplicidade de realizar seus sonhos em estado puro;4;187.84;154.62
